budget,industry,target_age_group,campaign_goal,impressions,clicks,conversions,engagement_rate,cost_per_click,best_platform
10864.57,Fashion,45-54,Lead Generation,943008,36364,2324,0.0299,0.3,Facebook
28739.41,Fashion,25-34,Lead Generation,2456905,42955,3545,0.0205,0.67,LinkedIn
10197.36,Fashion,25-34,Lead Generation,1044939,77718,8035,0.0779,0.13,Instagram
3967.62,Healthcare,18-24,Awareness,385453,49067,7954,0.1323,0.08,YouTube Shorts
25653.54,Food,18-24,Lead Generation,1821010,143660,14464,0.078,0.18,YouTube Shorts
12466.3,Travel,45-54,Traffic,1458361,52940,2970,0.0399,0.24,Facebook
40211.06,Travel,13-17,Conversion,2377231,290710,40399,0.1172,0.14,TikTok
44825.06,Automotive,13-17,Conversion,3928223,316370,43051,0.087,0.14,TikTok
43710.85,Gaming,25-34,Lead Generation,3326808,112386,8720,0.0291,0.39,LinkedIn
1072.73,E-commerce,25-34,Awareness,86397,11193,1745,0.1308,0.1,YouTube Shorts
3676.83,Education,25-34,Traffic,291138,17692,1175,0.0628,0.21,LinkedIn
26663.64,Travel,18-24,Lead Generation,1853659,78361,5517,0.0415,0.34,Twitter
40176.07,Healthcare,25-34,Traffic,3404881,111558,8139,0.0334,0.36,Twitter
46530.89,Travel,13-17,Engagement,5680566,617094,55883,0.106,0.08,YouTube Shorts
32411.3,Automotive,35-44,Conversion,2380349,31504,2112,0.0199,1.03,Twitter
48117.46,Tech,13-17,Awareness,3611897,95919,12845,0.0291,0.5,YouTube Shorts
33297.41,Food,35-44,Lead Generation,3029250,29624,2126,0.012,1.12,LinkedIn
34736.98,Tech,13-17,Awareness,3812079,574139,94720,0.1523,0.06,TikTok
7551.5,Food,35-44,Engagement,654841,19619,1038,0.0276,0.38,Twitter
35788.79,Tech,18-24,Engagement,3649078,255434,6092,0.0714,0.14,Instagram
30953.12,Fashion,25-34,Awareness,2310710,177575,10995,0.0709,0.17,Pinterest
20526.79,Fashion,25-34,Traffic,2110987,280160,25423,0.125,0.07,TikTok
1020.08,Services,25-34,Lead Generation,68584,4176,433,0.0615,0.24,Instagram
45675.68,Education,35-44,Awareness,3749266,137498,8712,0.0295,0.33,Pinterest
24664.98,Real Estate,45-54,Conversion,2214938,127406,10885,0.0506,0.19,LinkedIn
34219.99,Services,25-34,Engagement,3645185,290210,32754,0.0779,0.12,Instagram
32810.79,Food,35-44,Awareness,3237475,248329,34626,0.0814,0.13,Instagram
1583.39,Education,13-17,Lead Generation,150956,9099,1399,0.0674,0.17,TikTok
46978.86,Healthcare,13-17,Conversion,4255727,89802,7011,0.0181,0.52,Twitter
47977.99,Education,35-44,Conversion,2848310,89442,7395,0.0296,0.54,Facebook
10933.97,Healthcare,18-24,Lead Generation,1219068,224750,27111,0.1821,0.05,TikTok
5699.37,Automotive,25-34,Awareness,412750,16654,83,0.0407,0.34,Pinterest
30894.4,E-commerce,13-17,Conversion,2326236,314265,37742,0.1326,0.1,YouTube Shorts
4777.11,Healthcare,55+,Lead Generation,234331,2874,137,0.0182,1.66,Facebook
32351.25,Services,35-44,Engagement,2414101,187773,17534,0.0787,0.17,Instagram
8655.15,Healthcare,35-44,Awareness,955481,6691,402,0.0014,1.29,LinkedIn
38011.06,Tech,25-34,Traffic,3122971,241650,32466,0.0626,0.16,Instagram
45231.72,Healthcare,18-24,Engagement,4362583,228130,12479,0.0658,0.2,YouTube Shorts
11758.42,Real Estate,45-54,Lead Generation,1133224,26772,460,0.0268,0.44,Twitter
1798.61,Gaming,18-24,Engagement,88791,4363,193,0.0536,0.41,Twitter
9280.44,Gaming,25-34,Awareness,800546,13710,1499,0.0121,0.68,LinkedIn
24681.17,Services,35-44,Conversion,1875583,76574,7952,0.0402,0.32,Pinterest
26349.85,Real Estate,18-24,Traffic,2239652,163064,23779,0.0719,0.16,TikTok
49373.24,Gaming,25-34,Lead Generation,3304372,241026,38724,0.0617,0.2,Instagram
2521.42,Travel,25-34,Awareness,251875,1769,86,0.0087,1.42,LinkedIn
5384.24,Fashion,13-17,Lead Generation,519445,38495,6629,0.0747,0.14,TikTok
5982.0,Education,25-34,Engagement,358201,16860,1126,0.0501,0.35,Pinterest
25139.8,Gaming,45-54,Traffic,2092520,37643,2828,0.0229,0.67,Facebook
24107.94,Education,35-44,Engagement,1920599,106172,13758,0.056,0.23,Instagram
17091.0,Fashion,55+,Awareness,1543832,66838,5481,0.0385,0.26,Twitter
21894.58,Healthcare,55+,Lead Generation,1574049,41752,2895,0.024,0.52,Facebook
43486.76,Healthcare,55+,Traffic,4869143,33932,1148,0.0124,1.28,Facebook
38161.21,Real Estate,13-17,Engagement,3425649,106147,7645,0.0271,0.36,Twitter
42128.34,Food,25-34,Conversion,2856458,187571,17409,0.0627,0.22,TikTok
15026.97,Gaming,25-34,Awareness,1112829,110436,8801,0.1025,0.14,Instagram
25254.1,Real Estate,55+,Awareness,2446264,59729,3252,0.0197,0.42,Twitter
31248.63,Fashion,45-54,Engagement,2876191,89152,7235,0.0322,0.35,LinkedIn
22104.28,Travel,18-24,Awareness,2358174,242510,23656,0.0972,0.09,YouTube Shorts
37681.85,Travel,35-44,Engagement,3810143,144548,5530,0.0282,0.26,Facebook
42493.0,Education,55+,Lead Generation,3230713,110915,10770,0.0216,0.38,Facebook
35153.94,E-commerce,25-34,Awareness,1971338,63668,9175,0.0343,0.55,Instagram
26271.84,Services,18-24,Traffic,2283020,63766,11104,0.0328,0.41,Instagram
44305.57,Gaming,55+,Traffic,4492241,126277,6755,0.0272,0.35,Facebook
43828.62,Automotive,18-24,Conversion,3496519,301378,20856,0.0969,0.15,TikTok
21242.54,E-commerce,45-54,Awareness,1837785,61910,6115,0.0233,0.34,LinkedIn
2117.13,Automotive,18-24,Traffic,127353,6654,1115,0.0558,0.32,Instagram
30160.08,Fashion,35-44,Awareness,2331856,95164,4125,0.0486,0.32,Pinterest
9161.17,Travel,18-24,Traffic,712720,76725,11201,0.113,0.12,TikTok
23734.6,Automotive,25-34,Awareness,1800806,43142,3253,0.0286,0.55,LinkedIn
37127.01,Healthcare,18-24,Engagement,3476815,230118,15027,0.0674,0.16,Instagram
6736.56,Tech,18-24,Awareness,576181,73231,4256,0.1359,0.09,YouTube Shorts
34437.34,Travel,25-34,Awareness,2576110,82697,5186,0.0477,0.42,Pinterest
23607.65,Automotive,18-24,Lead Generation,2365594,188583,20255,0.0874,0.13,Instagram
11549.27,Gaming,13-17,Conversion,1150504,145082,19065,0.1289,0.08,TikTok
49184.32,Real Estate,25-34,Conversion,4880055,157002,6806,0.0381,0.31,Pinterest
23712.49,Gaming,18-24,Engagement,1837943,89213,7303,0.0424,0.27,Twitter
29656.99,E-commerce,35-44,Engagement,2537216,171375,18693,0.06,0.17,Pinterest
27585.03,Food,18-24,Conversion,2944563,330520,26601,0.116,0.08,TikTok
11770.61,Fashion,25-34,Conversion,1017927,29533,2191,0.0234,0.4,LinkedIn
9745.69,Services,13-17,Lead Generation,896369,58661,6771,0.0728,0.17,TikTok
20861.2,E-commerce,13-17,Awareness,1680184,130244,9934,0.0718,0.16,YouTube Shorts
15524.84,Education,35-44,Conversion,938024,51983,6302,0.0613,0.3,Instagram
21749.16,Gaming,35-44,Engagement,1769352,65508,3765,0.0321,0.33,Facebook
46047.16,Travel,25-34,Traffic,2558482,101324,9440,0.0345,0.45,LinkedIn
10204.42,Automotive,18-24,Conversion,824019,50161,5479,0.0607,0.2,YouTube Shorts
14255.99,Gaming,25-34,Traffic,1225319,63764,8262,0.045,0.22,YouTube Shorts
30816.98,Services,25-34,Conversion,2982050,73685,6255,0.0296,0.42,LinkedIn
11947.43,E-commerce,18-24,Traffic,1031352,129149,11765,0.1154,0.09,TikTok
40628.4,Fashion,35-44,Lead Generation,3926554,403424,21345,0.0969,0.1,Pinterest
32570.58,Travel,18-24,Lead Generation,2660130,220678,21025,0.0905,0.15,Instagram
4647.21,Food,25-34,Lead Generation,335704,23000,666,0.0619,0.2,Pinterest
5659.01,Tech,35-44,Conversion,552868,46223,2468,0.0826,0.12,Twitter
12244.08,Healthcare,35-44,Traffic,911703,12303,1173,0.0051,1.0,Pinterest
9813.65,Healthcare,13-17,Awareness,783679,71504,9410,0.0899,0.14,TikTok
47310.7,Food,18-24,Conversion,2695685,338975,45456,0.1295,0.14,YouTube Shorts
3762.64,Services,18-24,Conversion,286240,21239,4079,0.0682,0.18,YouTube Shorts
34069.15,Fashion,13-17,Engagement,2979133,124313,15780,0.0479,0.27,YouTube Shorts
28800.22,Food,18-24,Engagement,1733975,203334,31475,0.1228,0.14,Instagram
40597.71,Fashion,25-34,Awareness,3968267,366111,24765,0.0864,0.11,TikTok
46370.51,Food,13-17,Lead Generation,4417005,33034,3183,0.0203,1.4,Twitter
6965.3,Travel,25-34,Lead Generation,571902,41478,2451,0.0827,0.17,Pinterest
13413.07,Services,18-24,Lead Generation,982265,44878,6089,0.0601,0.3,TikTok
46497.38,Education,18-24,Engagement,4761200,395355,32715,0.0818,0.12,Instagram
11233.44,Fashion,45-54,Lead Generation,1075663,13539,561,0.0215,0.83,Facebook
29846.4,Automotive,45-54,Lead Generation,2209121,54123,5591,0.032,0.55,LinkedIn
25243.11,E-commerce,25-34,Engagement,2912292,330746,21881,0.1091,0.08,Pinterest
36996.95,Automotive,25-34,Conversion,3013342,92819,3802,0.0257,0.4,Pinterest
3869.14,Automotive,25-34,Traffic,331453,60000,7110,0.1879,0.06,YouTube Shorts
24888.3,Real Estate,13-17,Lead Generation,1739926,288648,20345,0.1664,0.09,YouTube Shorts
46202.16,Healthcare,18-24,Lead Generation,4035127,582556,29396,0.1357,0.08,TikTok
24273.78,Fashion,25-34,Engagement,1540105,126372,10945,0.0744,0.19,Instagram
22408.06,Services,35-44,Conversion,1500895,36309,2192,0.0195,0.62,Facebook
47713.85,Travel,35-44,Engagement,2738859,40329,906,0.0216,1.18,Facebook
20067.44,Food,45-54,Lead Generation,1747647,58365,5550,0.0231,0.34,Twitter
713.89,Tech,25-34,Engagement,69348,3522,451,0.0505,0.2,LinkedIn
18431.58,Healthcare,18-24,Conversion,1978273,169430,24795,0.0967,0.11,YouTube Shorts
6618.31,Real Estate,13-17,Engagement,604583,65383,6263,0.1073,0.1,TikTok
23405.96,Services,35-44,Engagement,1458851,83360,7862,0.0661,0.28,Instagram
29354.49,Real Estate,35-44,Traffic,3629602,136273,6076,0.0428,0.22,Instagram
35470.04,Gaming,35-44,Engagement,2833812,142849,16174,0.0476,0.25,Instagram
42728.28,Fashion,13-17,Engagement,3760700,465755,53961,0.125,0.09,TikTok
2467.21,Services,18-24,Awareness,241746,29163,2482,0.1191,0.08,YouTube Shorts
24410.09,Food,13-17,Traffic,2529099,331096,36577,0.1299,0.07,TikTok
36228.8,Food,35-44,Engagement,2979131,137571,9621,0.0473,0.26,Facebook
21418.38,Healthcare,45-54,Engagement,2466203,104426,7034,0.04,0.21,Pinterest
42492.55,Real Estate,18-24,Conversion,3369916,274962,48408,0.0793,0.15,TikTok
34010.95,Travel,25-34,Awareness,2625818,386307,44709,0.1384,0.09,YouTube Shorts
14768.29,Automotive,13-17,Conversion,1300839,217760,33979,0.1672,0.07,YouTube Shorts
30292.2,Tech,13-17,Conversion,1628712,149113,14222,0.0929,0.2,TikTok
8682.15,Healthcare,25-34,Awareness,560817,13752,1013,0.024,0.63,Twitter
3906.52,Real Estate,18-24,Lead Generation,392106,21998,2335,0.0599,0.18,TikTok
9331.32,E-commerce,45-54,Awareness,659658,58522,3009,0.0907,0.16,Pinterest
3981.88,Automotive,35-44,Lead Generation,444729,12128,689,0.0322,0.33,Pinterest
7558.98,Gaming,45-54,Engagement,542737,15487,785,0.0245,0.49,Pinterest
20032.5,Real Estate,45-54,Conversion,1910128,42705,2804,0.024,0.47,Pinterest
16762.74,Services,18-24,Traffic,1383311,136717,15908,0.1004,0.12,YouTube Shorts
15196.29,Real Estate,35-44,Conversion,1370951,23642,1496,0.0159,0.64,Facebook
12530.95,Food,13-17,Engagement,1259581,163908,17201,0.1291,0.08,YouTube Shorts
7937.2,E-commerce,25-34,Awareness,717122,22716,3300,0.0326,0.35,Instagram
16343.05,Food,18-24,Engagement,1432585,167200,14413,0.1115,0.1,Instagram
1614.35,Tech,45-54,Lead Generation,164457,6980,374,0.0416,0.23,LinkedIn
45720.54,Travel,35-44,Traffic,4394836,114677,6010,0.0285,0.4,Facebook
45071.84,Education,18-24,Engagement,2944028,225518,23034,0.0769,0.2,Instagram
22584.24,Tech,25-34,Traffic,1637664,30878,4523,0.0273,0.73,Instagram
11934.19,Fashion,18-24,Engagement,1264311,158217,21728,0.1201,0.08,YouTube Shorts
38999.08,E-commerce,25-34,Lead Generation,4022713,202011,30147,0.0443,0.19,Instagram
31685.05,Travel,35-44,Awareness,2182875,42506,2109,0.0196,0.75,Twitter
37479.43,Automotive,13-17,Conversion,3975136,381549,43168,0.0914,0.1,TikTok
4991.45,Healthcare,25-34,Traffic,402955,16239,2257,0.0421,0.31,Instagram
26318.15,E-commerce,35-44,Awareness,2372910,110455,7659,0.0472,0.24,LinkedIn
14532.17,Fashion,35-44,Lead Generation,1238012,43229,2038,0.029,0.34,Facebook
19169.94,Automotive,13-17,Conversion,1623426,48341,1202,0.0305,0.4,Twitter
4268.69,Gaming,35-44,Awareness,283537,0,0,0.002,4268.69,LinkedIn
7536.74,Food,45-54,Engagement,620715,24869,2974,0.0394,0.3,LinkedIn
43926.96,Healthcare,18-24,Awareness,2550185,12213,129,0.0049,3.6,Twitter
1135.9,Services,35-44,Conversion,91394,4419,327,0.055,0.26,LinkedIn
11113.33,Tech,55+,Lead Generation,862887,22905,908,0.0223,0.49,Facebook
13628.62,Fashion,45-54,Lead Generation,1168307,35390,2044,0.0305,0.39,Facebook
36333.45,Food,35-44,Awareness,2922295,77804,5759,0.0202,0.47,LinkedIn
14205.66,Education,55+,Awareness,1228398,31638,1555,0.0227,0.45,Facebook
24539.24,Gaming,18-24,Awareness,2515629,365342,41828,0.143,0.07,TikTok
29520.02,Travel,35-44,Engagement,2688504,51097,4622,0.0133,0.58,LinkedIn
44403.99,Healthcare,35-44,Conversion,4442328,136007,6658,0.028,0.33,LinkedIn
18227.38,Services,18-24,Lead Generation,1942282,102279,8823,0.0543,0.18,YouTube Shorts
25947.77,Healthcare,55+,Lead Generation,2025676,65061,5686,0.0331,0.4,Facebook
21852.8,Food,35-44,Awareness,2308330,197755,11382,0.0842,0.11,Pinterest
28069.55,Services,35-44,Conversion,2511949,92990,3961,0.0371,0.3,Pinterest
27308.25,Tech,45-54,Conversion,2277080,72644,4136,0.0353,0.38,Twitter
29725.42,Food,45-54,Traffic,2596026,67746,4009,0.0211,0.44,Twitter
31865.86,Tech,45-54,Engagement,2880773,97996,8024,0.0402,0.33,LinkedIn
46381.39,E-commerce,35-44,Conversion,5398992,72946,4445,0.0196,0.64,Twitter
28374.88,Travel,13-17,Traffic,2515741,373884,41517,0.1447,0.08,YouTube Shorts
36929.15,Real Estate,18-24,Engagement,3165502,281678,25960,0.0864,0.13,TikTok
40215.46,Healthcare,18-24,Lead Generation,3079985,64232,3821,0.0326,0.63,TikTok
25128.53,Services,35-44,Conversion,1528179,60585,3822,0.0349,0.41,Pinterest
3655.17,Gaming,13-17,Lead Generation,278279,38953,3648,0.1406,0.09,YouTube Shorts
26627.79,Tech,18-24,Awareness,2090521,191521,38857,0.0956,0.14,YouTube Shorts
14759.24,Services,25-34,Awareness,1790162,80230,4604,0.0464,0.18,Pinterest
32022.18,E-commerce,18-24,Lead Generation,3124936,212367,28287,0.075,0.15,YouTube Shorts
35831.1,Automotive,18-24,Conversion,2087597,67151,2026,0.0334,0.53,Instagram
1957.83,Tech,25-34,Lead Generation,152442,8419,510,0.0541,0.23,LinkedIn
16362.31,Automotive,45-54,Conversion,1317395,45089,2906,0.0374,0.36,Facebook
45642.76,Travel,35-44,Lead Generation,2965026,58906,6365,0.019,0.77,Facebook
10637.0,Travel,18-24,Conversion,994474,133983,23910,0.1403,0.08,YouTube Shorts
38607.83,Real Estate,18-24,Lead Generation,3119707,385746,44543,0.1206,0.1,TikTok
24929.36,Services,45-54,Conversion,2371403,82837,7687,0.0352,0.3,Facebook
14800.88,Tech,25-34,Conversion,1100968,56679,5806,0.0632,0.26,Instagram
38965.29,Fashion,18-24,Conversion,4211399,672226,114064,0.1663,0.06,TikTok
915.05,Education,45-54,Conversion,74254,1497,125,0.0285,0.61,Pinterest
26405.15,Travel,45-54,Lead Generation,2574654,91686,7169,0.0342,0.29,Twitter
29621.34,E-commerce,35-44,Engagement,2747667,239406,14962,0.0871,0.12,Pinterest
31702.77,Gaming,13-17,Engagement,3153954,159392,11568,0.0515,0.2,Twitter
38091.62,Real Estate,18-24,Awareness,3138200,127804,9654,0.042,0.3,Twitter
30901.2,E-commerce,25-34,Conversion,2893771,253628,24797,0.0859,0.12,Pinterest
1677.0,Education,18-24,Traffic,133058,17922,1539,0.1364,0.09,YouTube Shorts
25429.95,Travel,18-24,Traffic,1871718,198564,20459,0.1074,0.13,YouTube Shorts
44704.23,Real Estate,25-34,Lead Generation,3839888,156301,14999,0.0449,0.29,LinkedIn
13960.41,Services,55+,Conversion,1223517,48044,3480,0.0414,0.29,Facebook
37637.37,Services,25-34,Lead Generation,3262792,111508,3519,0.0324,0.34,Pinterest
32404.97,Healthcare,45-54,Awareness,2898047,76033,3290,0.0255,0.43,Pinterest
14511.02,Services,45-54,Engagement,1186518,28799,2102,0.0287,0.5,Facebook
6588.98,Healthcare,25-34,Awareness,477298,3709,463,0.0217,1.78,Instagram
19972.21,Food,35-44,Awareness,1446709,106581,14879,0.0768,0.19,Instagram
8070.06,Travel,25-34,Lead Generation,533876,51760,7392,0.0933,0.16,YouTube Shorts
35550.51,Automotive,18-24,Awareness,3308771,200828,24708,0.0576,0.18,TikTok
6503.56,Healthcare,35-44,Lead Generation,749459,18193,1293,0.014,0.36,Pinterest
35781.65,Automotive,25-34,Awareness,2727761,170029,32477,0.0723,0.21,Instagram
32270.99,Real Estate,35-44,Traffic,2735261,132763,6376,0.0505,0.24,Facebook
7567.85,Healthcare,13-17,Engagement,712660,65131,4469,0.0922,0.12,TikTok
8537.85,Fashion,35-44,Traffic,892587,16656,1160,0.0173,0.51,Facebook
19749.62,Fashion,35-44,Conversion,1532108,103807,4845,0.0663,0.19,Pinterest
19765.17,Education,25-34,Traffic,1971441,287256,35620,0.1531,0.07,YouTube Shorts
43815.57,Real Estate,45-54,Conversion,3473616,94346,6213,0.0299,0.46,Pinterest
27353.33,Travel,25-34,Lead Generation,1991181,67532,4675,0.0347,0.41,LinkedIn
39063.87,Tech,13-17,Awareness,3762597,515280,60867,0.1439,0.08,TikTok
29306.3,Tech,35-44,Lead Generation,2198225,49414,5628,0.0262,0.59,Instagram
31725.79,Tech,25-34,Conversion,3711067,158495,17182,0.0414,0.2,Instagram
44090.74,Gaming,35-44,Awareness,3332628,208377,8555,0.0679,0.21,Instagram
11193.94,Automotive,25-34,Engagement,871926,85950,7988,0.0927,0.13,TikTok
12822.87,Real Estate,35-44,Awareness,1312627,54917,4352,0.044,0.23,Pinterest
47598.53,Real Estate,35-44,Lead Generation,2598450,101834,10705,0.0419,0.47,LinkedIn
12772.78,Services,25-34,Awareness,1167588,160396,32641,0.1487,0.08,YouTube Shorts
2675.15,Gaming,45-54,Traffic,298638,7566,600,0.026,0.35,Pinterest
16932.4,Travel,25-34,Conversion,1786753,144253,9795,0.0808,0.12,Pinterest
43322.71,Fashion,25-34,Conversion,3506562,260274,18443,0.0654,0.17,Pinterest
21137.32,Services,45-54,Conversion,2006341,130376,10219,0.0527,0.16,LinkedIn
39747.55,Gaming,13-17,Traffic,3504656,179059,7829,0.0465,0.22,Twitter
15940.99,Education,35-44,Traffic,1404842,62954,2268,0.0458,0.25,Pinterest
35109.44,E-commerce,25-34,Awareness,2589397,52484,4089,0.0227,0.67,LinkedIn
29354.7,Automotive,35-44,Awareness,2979796,84114,3651,0.029,0.35,Pinterest
37054.03,Education,45-54,Engagement,3988990,85718,8468,0.02,0.43,Facebook
2058.18,Food,45-54,Lead Generation,195430,9523,1144,0.0533,0.22,LinkedIn
7053.66,Travel,18-24,Conversion,573702,86550,12470,0.1551,0.08,TikTok
8434.75,Healthcare,18-24,Conversion,1022286,92024,14530,0.0885,0.09,TikTok
41822.37,Fashion,55+,Lead Generation,3577250,104855,6004,0.0325,0.4,Twitter
28423.4,Real Estate,25-34,Awareness,2367817,95787,6627,0.0379,0.3,LinkedIn
46446.0,Gaming,13-17,Engagement,4048751,588010,59126,0.146,0.08,TikTok
38376.93,Automotive,18-24,Awareness,4391221,146799,6332,0.0304,0.26,Twitter
31585.89,Automotive,35-44,Lead Generation,2174830,69954,6573,0.028,0.45,Facebook
29297.14,Education,18-24,Lead Generation,2306442,319643,48279,0.1374,0.09,YouTube Shorts
5270.48,Real Estate,13-17,Conversion,397391,69040,11331,0.1734,0.08,TikTok
19738.78,Real Estate,25-34,Engagement,1900902,240508,36928,0.1225,0.08,YouTube Shorts
16469.69,Education,18-24,Engagement,1631952,273441,16384,0.1728,0.06,YouTube Shorts
6467.18,Real Estate,55+,Awareness,521763,19285,774,0.0375,0.34,Twitter
1305.2,Tech,13-17,Lead Generation,93031,11840,1484,0.1277,0.11,TikTok
16653.25,Tech,35-44,Traffic,1599987,75229,7511,0.0449,0.22,Instagram
1500.83,Tech,35-44,Traffic,139873,6341,110,0.0378,0.24,Pinterest
1766.68,Healthcare,55+,Conversion,156290,8941,777,0.0492,0.2,Facebook
39616.15,Gaming,25-34,Lead Generation,3209576,129854,18666,0.0388,0.31,TikTok
25101.19,Travel,55+,Engagement,2202341,27554,2311,0.0166,0.91,Facebook
14219.51,Gaming,35-44,Traffic,1021304,78866,5180,0.0802,0.18,Twitter
20636.02,Fashion,18-24,Conversion,2864771,216917,22194,0.0824,0.1,YouTube Shorts
12435.28,Automotive,35-44,Conversion,1168033,21856,1650,0.0139,0.57,Facebook
46450.13,Real Estate,35-44,Lead Generation,4317972,82200,5194,0.0174,0.57,Facebook
41478.98,Fashion,13-17,Conversion,3786576,488770,41112,0.1312,0.08,TikTok
32454.43,Travel,35-44,Awareness,2034776,41885,3370,0.0202,0.77,LinkedIn
9911.98,Healthcare,25-34,Conversion,701574,30174,1925,0.0413,0.33,Pinterest
7184.24,Gaming,35-44,Conversion,545477,12283,1278,0.025,0.58,LinkedIn
27313.33,Real Estate,18-24,Engagement,1846303,160513,15881,0.0805,0.17,TikTok
36034.5,Automotive,55+,Lead Generation,3958380,97780,4956,0.0183,0.37,Facebook
23787.44,Services,18-24,Conversion,1864196,309043,29063,0.163,0.08,TikTok
42080.29,Real Estate,25-34,Conversion,3176251,172856,10672,0.0455,0.24,LinkedIn
22144.0,Gaming,13-17,Conversion,1782731,276646,50480,0.1571,0.08,YouTube Shorts
36752.31,Real Estate,35-44,Engagement,2881150,66513,5029,0.0219,0.55,Pinterest
14690.98,Services,18-24,Awareness,1308818,212656,38300,0.1675,0.07,TikTok
19797.58,Gaming,25-34,Conversion,1356573,0,0,0.0076,19797.58,LinkedIn
1057.24,Fashion,18-24,Traffic,120664,9441,938,0.0765,0.11,Instagram
10744.8,Real Estate,45-54,Awareness,725519,26469,1831,0.0507,0.41,Pinterest
18364.95,Healthcare,13-17,Conversion,1260900,171841,15816,0.1399,0.11,TikTok
19258.89,Food,13-17,Engagement,1763487,244141,26608,0.1441,0.08,YouTube Shorts
20745.2,Healthcare,18-24,Conversion,2017795,172534,32174,0.0825,0.12,YouTube Shorts
39577.63,Tech,18-24,Engagement,2772666,106963,16562,0.0468,0.37,Instagram
22751.91,Automotive,18-24,Conversion,2146610,77151,7385,0.0317,0.29,Twitter
37022.21,E-commerce,55+,Traffic,3638330,141138,14554,0.0431,0.26,Facebook
31602.06,E-commerce,13-17,Lead Generation,2420862,222417,26440,0.0932,0.14,YouTube Shorts
10097.29,Tech,13-17,Lead Generation,920029,105547,14050,0.1151,0.1,YouTube Shorts
